name|faculty_of|model_name|has_phd_info|phd_where
MATTHEW FLEMING|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MATTHEW LEE|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD BUSINESS SCHOOL
MATTHEW STAGNER|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|IRVING B. HARRIS SCHOOL OF PUBLIC POLICY STUDIES AT THE UNIVERSITY OF CHICAGO
MATTHEW STAGNER|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CHICAGO
MAUREEN A. PIROG|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF PENNSYLVANIA
MAURICIO VILLACRES|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MAX BAZERMAN|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
MAY SKELTON|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MAY WOODARD-HICKEY|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MAYA LOZINSKI|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MAYA SEN|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD UNIVERSITY
MEGAN  STARNES|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
MEGAN A. STEWART|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|GEORGETOWN UNIVERSITY
MEGAN BUSBICE|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MEGAN FOSTER FRIEDMAN|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MEGAN TOMPKINS-STANGE|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|STANFORD UNIVERSITY SCHOOL OF EDUCATION
MEGHAN O'SULLIVAN|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|OXFORD UNIVERSITY
MELISSA LANEY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
MEREDITH SADIN|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|PRINCETON UNIVERSITY
MEREDITH SHINER|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MERILEE GRINDLE|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|MIT
MIA BIRD|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CALIFORNIA, BERKELEY
MICHAEL A. NUTTER|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MICHAEL GREENSTONE|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MICHAEL KREMER|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
MICHAEL MIKLAUCIC|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MICHAEL NACHT|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|COLUMBIA UNIVERSITY
MICHAEL O’HARE|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MICHAEL RUSHTON|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF BRITISH COLUMBIA
MICHAEL S. BARR|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MICHAEL STEIN|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|UNIVERSITY_NAME: CAMBRIDGE UNIVERSITY
MICHAEL TIBORIS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CALIFORNIA, SAN DIEGO
MICHAEL W. HANEMANN|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
MICHAEL WALTON|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
MICHAEL WOOLCOCK|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|BROWN UNIVERSITY
MICHELA CARLANA|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|BOCCONI UNIVERSITY
MICHELLE MICHELINI|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MICHELLE REDDY|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|STANFORD UNIVERSITY
MICHELLE WILLIAMS|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD CHAN SCHOOL
MIGUEL SANTOS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSIDAD DE BARCELONA
MILAGROS CHOCCE|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MILVIA RODRIGUEZ|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF NEBRASKA-LINCOLN
MINDY KING|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF CALIFORNIA, IRVINE
MIRANDA REDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
MIRELA MUNTEANU|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MISHO CEKO|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MITCHELL R. BERG|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|HAMLINE UNIVERSITY
MO TORRES|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
MOLLY  STEWART|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF WISCONSIN-MADISON
MOLLY KLEINMAN|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF MICHIGAN
MOLLY O'DONNELL|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MOLLY SPENCER|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
MORELA HERNANDEZ|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|DUKE UNIVERSITY
MOUMIE MAOULIDI|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|COLUMBIA UNIVERSITY
NANCY BENINATI|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
NANCY GIBBS|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
NANCY GUYOTT|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
NATALIA RAYZOR|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
NATALIE FITZPATRICK|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
NATASHA PILKAUSKAS|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|COLUMBIA UNIVERSITY
NATHAN BARKER|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|YALE UNIVERSITY
NAVIN KUMAR|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
NED ENGLISH|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
NEEL HAJRA|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
NEHA MEHRA|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
NEIL POPOVIĆ|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
NICHOLAS BURNS|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
NICHOLAS MOORE|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
NICHOLE HORN|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
NICK FAHNDERS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|NONE
NICK FAHNDERS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|COLORADO STATE UNIVERSITY
NIKOLAOS ZIROGIANNIS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF MASSACHUSETTS-AMHERST
NIRUPAMA RAO|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
NOAM SCHIMMEL|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|LONDON SCHOOL OF ECONOMICS (LSE)
NORMAN BRADBURN|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
NOUR ABDUL-RAZZAK|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY
OEINDRILA DUBE|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
OLIVER  NELSON JR. |INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
ORVILLE POWELL|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
OSITA  AFOAKU|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|WASHINGTON STATE UNIVERSITY
OWEN  WITESMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
PAIGE AZUMA|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
PAM JAGGER|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|INDIANA UNIVERSITY
PAOLO BELARDINELLI|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|BOCCONI UNIVERSITY
PATRICIA A. PELFREY|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UC BERKELEY
PATRICK LYALL|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
PAUL COURANT|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|PRINCETON UNIVERSITY
PAUL FOGLEMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
PAUL GERTLER|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF WISCONSIN
PAUL HELMKE|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
PAUL PETERSON|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
PAULA LANTZ|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF WISCONSIN
PAULA WORTHINGTON|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|NORTHWESTERN UNIVERSITY
PERRY MAULL|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
PETER GANONG|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD
PETER ZIMMERMAN|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
PHIL LEHMKUHLER|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
PHILIP S. STEVENS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|HARVARD UNIVERSITY
PHOEBE  WAKHUNGU|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|INDIANA UNIVERSITY
PINAR DOĞAN|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|UNIVERSITY OF TOULOUSE
PIPPA NORRIS|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|LONDON SCHOOL OF ECONOMICS
QIA YANG|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
QUINN RALLINS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
R.J. WOODRING|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
RAAJ SAH|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF PENNSYLVANIA
RACHEL CASH|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
RAFAEL CARBONELL|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
RAFAEL REUVENY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|INDIANA UNIVERSITY
RAHMATULLAH HAMRAZ|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
RANA MITTER|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
RAND WENTWORTH|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
RANJAN DANIELS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
RANJANA SRIVASTAVA|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
RAUL SANCHEZ DE LA SIERRA|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
REBECCA HENDERSON|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
REBECCA HOU|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
REBECCA WARREN|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
REBECCA WOLFE|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
REMA HANNA|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT)
RENA DASCAL|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
RENAE FENTRESS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
RENE BAUTISTA|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
RENEE LOTH|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
REYNOLDS FARLEY|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CHICAGO
RHONDA BAIRD|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
RICARDO HAUSMANN|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|CORNELL UNIVERSITY
RICHARD CAVANAGH|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
RICHARD DELEWSKY|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
RICHARD HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
RICHARD L. HALL|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL
RICHARD LIGHT|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD
RICHARD M. SCHEFFLER|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|THIS CONTEXT DOES NOT MENTION ANYTHING ABOUT WHERE THE PERSON RECEIVED THEIR PH.D. PROGRAM, SO I CANNOT ANSWER THIS QUESTION FROM THE PROVIDED CONTEXT.
RICHARD ZECKHAUSER|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD UNIVERSITY
ROBERT AXELROD|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|YALE UNIVERSITY
ROBERT BEHN|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD
ROBERT BERDAHL|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF MINNESOTA
ROBERT C. HAMPSHIRE|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|PRINCETON UNIVERSITY
ROBERT D. PUTNAM|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
ROBERT GOERGE|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CHICAGO SCHOOL OF SOCIAL SERVICE ADMINISTRATION
ROBERT HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|INDIANA UNIVERSITY
ROBERT J. BIRGENEAU|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|YALE UNIVERSITY
ROBERT KAESTNER|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|CITY UNIVERSITY OF NEW YORK
ROBERT LAWRENCE|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|YALE UNIVERSITY
ROBERT LIVINGSTON|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
ROBERT OWENS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CHICAGO
ROBERT REICH|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
ROBERT ROSNER|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
ROBERT S. KRAVCHUK|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|SYRACUSE UNIVERSITY
ROBERT STAVINS|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD
ROBERT T. MICHAEL|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
ROBERT WILKINSON|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
ROGER  PARKS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|INDIANA UNIVERSITY
ROGER MORRIS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
ROGER MYERSON|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
ROGER PORTER|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD UNIVERSITY
RONALD FERGUSON|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|MIT
RONALD GIBBS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
RONALD HEIFETZ|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
RONALD HITES|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
RONI RAULWING|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
ROY W. SHIN|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF MINNESOTA
RUCKER JOHNSON|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF MICHIGAN
RUOQI HUANG|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
RYAN KELLOGG|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CALIFORNIA, BERKELEY
RYAN MUSHINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|TEXAS A&M UNIVERSITY
SABA DEVDARIANI|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|CALIFORNIA INSTITUTE OF TECHNOLOGY
SABRINA DIRK|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SADIA SINDHU|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SAMANTHA GEHM|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SAMANTHA JOHNSON|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SAMEEKSHA DESAI|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|GEORGE MASON UNIVERSITY
SAMMI WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SAMUEL BAGENSTOS|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SAMUEL RICHARDSON|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
SANAM KAZI|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SANDER “SANDY” LEVIN|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SANDERIJN CELS|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|LOUGHBOROUGH UNIVERSITY
SANDRA SUSAN SMITH|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|UNIVERSITY OF CHICAGO
SANDY  CLARK-KOLAKS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
SARA BLEICH|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD
SARA ELHASAN|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SARAH BURGARD|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CALIFORNIA AT LOS ANGELES
SARAH COHODES|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
SARAH F. ANZIA|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|STANFORD UNIVERSITY
SARAH JANE CHRYSLER|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SARAH MINCEY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|INDIANA UNIVERSITY
SARAH POWERS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
SARAH WALD|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
SCOTT ASHWORTH|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
SCOTT ATRAN|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SCOTT BURGINS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
SCOTT GEHLBACH|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SEAN  LONG|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
SEAN  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|TEXAS A&M UNIVERSITY
SEAN DURKIN|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SEIYA KAWASHIMA|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SERGIO FERNANDEZ|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF GEORGIA
SETH FREEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|UNIVERSITY OF MARYLAND
SETH RACHLIN|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|COLUMBIA UNIVERSITY
SETTI WARREN|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
SHAHZEEN  ATTARI|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|CARNEGIE MELLON UNIVERSITY
SHAMUS REGAN|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SHAODA WANG|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CALIFORNIA, BERKELEY
SHARAD GOEL|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|CORNELL UNIVERSITY
SHAWN COLE|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|MASSACHUSETTS INSTITUTE OF TECHNOLOGY
SHAWNA GIRGIS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
SHEILA BURKE|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
SHEILA JASANOFF|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD
SHEILA KOHANTEB|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|NORTHEASTERN UNIVERSITY
SHELLEY DAVIS|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SHELLYE SUTTLES|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|PURDUE UNIVERSITY
SHENG-HAO LO|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF CHICAGO
SHILIN LIU|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SHIYU NITSOS|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SHOBITA PARTHASARATHY|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|CORNELL UNIVERSITY
SIBYL DAY|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SIÂN MOONEY|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|OREGON STATE UNIVERSITY
SOLOMON HSIANG|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|COLUMBIA UNIVERSITY
SOROUSH SAGHAFIAN|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
STACI  CAPOZZI|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|YES|RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY
STEFANIE STANTCHEVA|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
STELLA MOY|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
STEPHANIE L. SANDERS|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|OHIO UNIVERSITY
STEPHANIE LEISER|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UNIVERSITY OF WASHINGTON
STEPHEN E. BIEGUN|FORD SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
STEPHEN GLAHOLT|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
STEPHEN GOLDSMITH|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
STEPHEN KRUPIN|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
STEPHEN M. MAURER|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|HARVARD UNIVERSITY
STEPHEN WALT|HARVARD KENNEDY SCHOOL|GEMINI PRO|NO|NONE
STEVE ELLER|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
STEVE LUCAS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|PHD
STEVE LUCAS|INDIANA UNIVERSITY O'NEILL SCHOOL|GEMINI PRO|NO|NONE
STEVEN DURLAUF|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|YALE
STEVEN FALK|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
STEVEN KELMAN|HARVARD KENNEDY SCHOOL|GEMINI PRO|YES|HARVARD UNIVERSITY
STEVEN RAPHAEL|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|YES|UC BERKELEY
STEVEN STRONGIN|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
STEVEN WEISSMAN|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SUDHA SHETTY|GOLDMAN SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
SUE BURKE|HARRIS SCHOOL OF PUBLIC POLICY|GEMINI PRO|NO|NONE
