name|faculty_of|has_phd_info|phd_where
SCOTT GEHLBACH|HARRIS SCHOOL OF PUBLIC POLICY| SCOTT GEHLBACH’S CV| UNIVERSITY OF CHICAGO,
SEAN DURKIN|HARRIS SCHOOL OF PUBLIC POLICY| DR. DURKIN HAS SERVED AS A TESTIFYING EXPERT ON DAMAGES AND LIABILITY| HARRIS GRADUATE SCHOOL OF PUBLIC POLICY STUDIES AT THE UNIVERSITY OF CHICAGO
SEIYA KAWASHIMA|HARRIS SCHOOL OF PUBLIC POLICY| FREE| LOYOLA UNIVERSITY CHICAGO
SETH RACHLIN|HARRIS SCHOOL OF PUBLIC POLICY| PHD IN SOCIOLOGY| COLUMBIA UNIVERSITY.
SHAMUS REGAN|HARRIS SCHOOL OF PUBLIC POLICY| BACHELOR’S DEGREES IN PSYCHOLOGY AND COMPUTER SCIENCE| UNIVERSITY OF ILLINOIS
SHAODA WANG|HARRIS SCHOOL OF PUBLIC POLICY| A BA FROM PEKING UNIVERSITY, AND A PHD| UNIVERSITY OF CALIFORNIA, BERKELEY.
SHEILA KOHANTEB|HARRIS SCHOOL OF PUBLIC POLICY| MA AND PH.D. FROM NORTHEASTERN UNIVERSITY.| NORTHEASTERN UNIVERSITY.
SHELLEY DAVIS|HARRIS SCHOOL OF PUBLIC POLICY| FUND, TRUSTEE FOR LAWRENCE UNIVERSITY WHERE SHE EARNED A BACHELOR DEGREE IN PSYCHOLOGY,| ALBERT PICK JR. FUND,
SHENG-HAO LO|HARRIS SCHOOL OF PUBLIC POLICY| DATA ANALYTICS AND MICROECONOMICS.| NATIONAL TAIWAN UNIVERSITY.
SHILIN LIU|HARRIS SCHOOL OF PUBLIC POLICY| DEGREE OR NON-DEGREE| SKYDIVING
SIBYL DAY|HARRIS SCHOOL OF PUBLIC POLICY| SIBYL HAS A BA FROM OCCIDENTAL COLLEGE AND A MPH IN HEALTH MANAGEMENT| OCCIDENTAL COLLEGE
STELLA MOY|HARRIS SCHOOL OF PUBLIC POLICY| BACHELOR OF ARTS IN ART HISTORY| DEPAUL UNIVERSITY KELLSTADT GRADUATE SCHOOL OF BUSINESS.
STEVEN DURLAUF|HARRIS SCHOOL OF PUBLIC POLICY| PHI BETA KAPPA,| PHI BETA KAPPA, AND A PH.D. IN ECONOMICS FROM YALE
STEVEN STRONGIN|HARRIS SCHOOL OF PUBLIC POLICY| STEVE EARNED UNDERGRADUATE AND GRADUATE DEGREES IN ECONOMICS| NORTHWESTERN UNIVERSITY’S KELLOGG SCHOOL OF MANAGEMENT
SUE BURKE|HARRIS SCHOOL OF PUBLIC POLICY| PODCASTS.| MIAMI UNIVERSITY IN OXFORD, OHIO.
SUSAN MAYER|HARRIS SCHOOL OF PUBLIC POLICY| HONORARY DOCTOR OF LAWS DEGREED CONFERRED BY LAKE FOREST COLLEGE.| LAKE FOREST COLLEGE.
SWAPNA PISIPATI|HARRIS SCHOOL OF PUBLIC POLICY| SWAPNA HOLDS A BACHELOR OF ARTS IN POLITICAL SCIENCE AND CRIMINAL JUSTICE| DEPAUL UNIVERSUTY.
SAMEEKSHA DESAI|INDIANA UNIVERSITY O'NEILL SCHOOL| 2008M.S.,| GEORGE MASON UNIVERSITY,
SAMUEL BAGENSTOS|FORD SCHOOL OF PUBLIC POLICY| HIGHEST HONORS AND HIGHEST DISTINCTION,| UNIVERSITY OF NORTH CAROLINA
SANDY  CLARK-KOLAKS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
SARAH COHODES|FORD SCHOOL OF PUBLIC POLICY| “STEM SUMMER PROGRAMS FOR UNDERREPRESENTED YOUTH INCREASE STEM DEGREES.”| “STEM SUMMER PROGRAMS FOR UNDERREPRESENTED YOUTH INCREASE STEM DEGREES.”
SARAH MINCEY|INDIANA UNIVERSITY O'NEILL SCHOOL| 2012M.P.A./M.S.E.S.,| INDIANA UNIVERSITY,
SARAH POWERS|INDIANA UNIVERSITY O'NEILL SCHOOL| 2011B.S., ENVIRONMENTAL MANAGEMENT,| INDIANA UNIVERSITY, 2011B.S., ENVIRONMENTAL MANAGEMENT, INDIANA UNIVERSITY
SCOTT BURGINS|INDIANA UNIVERSITY O'NEILL SCHOOL|MPA, INDIANA UNIVERSITY, 1995B.A.,| UNIVERSITY OF FLORIDA,
SEAN  LONG|INDIANA UNIVERSITY O'NEILL SCHOOL| 1992| GONZAGA UNIVERSITY,
SEAN  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL| 1993THE FAILURE OF CRIMINAL POLICYSTRATEGIC MANAGEMENT| TEXAS A&M UNIVERSITY,
SERGIO FERNANDEZ|INDIANA UNIVERSITY O'NEILL SCHOOL| 2004M.P.A.,| UNIVERSITY OF GEORGIA,
SETH FREEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL| UNIVERSITY OF MARYLAND, 2010M.A.,| UNIVERSITY OF MARYLAND,
SHAHZEEN  ATTARI|INDIANA UNIVERSITY O'NEILL SCHOOL| 2004HUMAN BEHAVIOR AND ENERGY CONSUMPTIONENVIRONMENT| UNIVERSITY OF ILLINOIS,
SHAWNA GIRGIS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
SHELLYE SUTTLES|INDIANA UNIVERSITY O'NEILL SCHOOL| 2003SPEA V506| UNIVERSITY OF SOUTHERN CALIFORNIA,
SIÂN MOONEY|INDIANA UNIVERSITY O'NEILL SCHOOL| 1990B.SC. (HONS.),| UNIVERSITY OF MANITOBA,
STACI  CAPOZZI|INDIANA UNIVERSITY O'NEILL SCHOOL| 2016B.S., ENVIRONMENTAL SCIENCE, RAMAPO COLLEGE OF NEW JERSEY,| STATE UNIVERSITY OF NEW JERSEY,
STEPHANIE LEISER|FORD SCHOOL OF PUBLIC POLICY| FORD SCHOOL ALUM|" UNIVERSITY OF WASHINGTON
MPP,"
STEPHEN GLAHOLT|INDIANA UNIVERSITY O'NEILL SCHOOL| 2003B.S.,| UNIVERSITY OF CALIFORNIA SANTA BARBARA,1998
STEVE ELLER|INDIANA UNIVERSITY O'NEILL SCHOOL|MBA, INDIANA WESLEYAN, 1987BS IN ADMINISTRATION, INDIANA UNIVERSITY, 1984| INDIANA UNIVERSITY,
STEVE LUCAS|INDIANA UNIVERSITY O'NEILL SCHOOL|PHD,| NORTHCENTRAL UNIVERSITYMS, EMERGENCY AND DISASTER MANAGEMENT, AMERICAN MILITARY UNIVERSITYBA,
SUSAN M. COLLINS|FORD SCHOOL OF PUBLIC POLICY|"
EDUCATIONAL BACKGROUND
PHD IN ECONOMICS,"| HARVARD UNIVERSITY
SUSAN SIENA|INDIANA UNIVERSITY O'NEILL SCHOOL| (SUMMA CUM LAUDE)| UNIVERSITY OF MICHIGAN,
TABITHA CLARK|HARRIS SCHOOL OF PUBLIC POLICY| HIGHER EDUCATION CONCENTRATION.| CHICAGO STATE UNIVERSITY.
TALEIA BECTON- HILL|HARRIS SCHOOL OF PUBLIC POLICY| ADHERING TO COMPANY POLICIES AND REGULATIONS.| UNIVERSITY OF ILLINOIS CHAMPAIGN-URBANA,
TANYA HINES|HARRIS SCHOOL OF PUBLIC POLICY| A DOUBLE MAJOR IN FRENCH| RUTGERS UNIVERSITY, NEW JERSEY.
TARESHA COX|HARRIS SCHOOL OF PUBLIC POLICY| HARRIS SCHOOL OF PUBLIC POLICY.| KELLER CENTER
TERENCE CHAU|HARRIS SCHOOL OF PUBLIC POLICY| APPLIED MICROECONOMICS AND ECONOMIC HISTORY,| UNIVERSITY OF CHICAGO'S HARRIS SCHOOL OF PUBLIC POLICY.
TERESA DAVIS|HARRIS SCHOOL OF PUBLIC POLICY| K-12| COLLEGE OF COASTAL GEORGIA
TERRI BRADY|HARRIS SCHOOL OF PUBLIC POLICY| PHI BETA KAPPA AND RECEIVED THE GRINNELL HONOR SCHOLARSHIP.| GRINNELL COLLEGE
THEASTER GATES|HARRIS SCHOOL OF PUBLIC POLICY| ARTS + PUBLIC LIFE,| UNIVERSITY OF CHICAGO
THOMAS COLEMAN|HARRIS SCHOOL OF PUBLIC POLICY| FOCUSED ON TEACHING STUDENTS ABOUT FINANCIAL MARKETS.| HARVARD.
THOMAS HAZINSKI|HARRIS SCHOOL OF PUBLIC POLICY| MASTERS DEGREE IN PUBLIC POLICY| UNIVERSITY OF CHICAGO,
TIMOTHY KNOWLES|HARRIS SCHOOL OF PUBLIC POLICY| MULTIPLE HONORS AND AWARDS.| OBERLIN COLLEGE.
TOM DAY|HARRIS SCHOOL OF PUBLIC POLICY| TOM HOLDS DEGREES| PENN STATE UNIVERSITY,
TOMAS PHILIPSON|HARRIS SCHOOL OF PUBLIC POLICY| MASTER'S AND PHD COURSES| UPPSALA UNIVERSITY.
TRAVIS KAVULLA|HARRIS SCHOOL OF PUBLIC POLICY| GATES SCHOLAR.| UNIVERSITY OF CAMBRIDGE,
TRICIA MCCANN|HARRIS SCHOOL OF PUBLIC POLICY| QUARTERLY DAY-LONG SEMINAR COURSES, AND OTHER EVENTS.| INDIANA UNIVERSITY OF SOUTH BEND
TARA  ALI|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
TEMIRLAN T.  MOLDOGAZIEV |INDIANA UNIVERSITY O'NEILL SCHOOL| 2012M.A.,| AMERICAN UNIVERSITY OF CENTRAL ASIA,
TERRI L. RENNER|INDIANA UNIVERSITY O'NEILL SCHOOL| 1983HEALTH FINANCE AND BUDGETINGPERSONAL FINANCE IS PUBLIC FINANCE| INDIANA UNIVERSITY,
TERRY AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL| POLITICAL SCIENCE,STATE UNIVERSITY OF NEW YORK/COLLEGE AT NEW PALTZ,| UNIVERSITY OF SAN FRANCISCO,
THEODORE  MILLER|INDIANA UNIVERSITY O'NEILL SCHOOL| (WITH HONORS),| UNIVERSITY OF IOWA,
THOMAS M. RABOVSKY|INDIANA UNIVERSITY O'NEILL SCHOOL| 2005PUBLIC MANAGEMENTSEMINAR IN ACCOUNTABILITY AND PERFORMANCE| UNIVERSITY OF OKLAHOMA,
TIM  WATERS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
TIM BERRY|INDIANA UNIVERSITY O'NEILL SCHOOL|MBA, INDIANA UNIVERSITYBS IN BUSINESS ADMINISTRATION,| BOWLING GREEN STATE UNIVERSITY
TODD V. ROYER|INDIANA UNIVERSITY O'NEILL SCHOOL| 1992LIMNOLOGYSTREAM ECOLOGYSUSTAINABLE RIVER MANAGEMENT| IDAHO STATE UNIVERSITY,
TRENT  ENGBERS|INDIANA UNIVERSITY O'NEILL SCHOOL| COLLEGE PARKB.S.,| UNIVERSITY OF MARYLAND,
TRENT MOORE|INDIANA UNIVERSITY O'NEILL SCHOOL|ED.D., LEADERSHIP, AMERICAN COLLEGE OF EDUCATION,| WESTERN ILLINOIS UNIVERSITY,
TRIBBLE BRADLEY|INDIANA UNIVERSITY O'NEILL SCHOOL|B.A.; STATE UNIVERSITY; BLACKSBURG, VIRGINIA; 1986| STATE UNIVERSITY; BLACKSBURG, VIRGINIA;
TRISHA BUSHEY|INDIANA UNIVERSITY O'NEILL SCHOOL|JD/MSW,| WASHINGTON UNIVERSITY IN ST. LOUIS, 2004B.A., FRANKLIN COLLEGE,
URSULA M.  KUHAR|INDIANA UNIVERSITY O'NEILL SCHOOL| 2007B.S., ARTS ADMINISTRATION WITH HONORS,| INDIANA UNIVERSITY,
VALENTA KABO|FORD SCHOOL OF PUBLIC POLICY| IMMIGRATION LAW| CENTER FOR PUBLIC POLICY IN DIVERSE SOCIETIES.
VICKY MERETSKY|INDIANA UNIVERSITY O'NEILL SCHOOL| 1980CLIMATE CHANGE IMPACTS TO NATURAL RESOURCESAPPLIED ECOLOGY| UNIVERSITY OF ARIZONA,
VICTOR  KELSON|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
W. GYUDE MOORE|HARRIS SCHOOL OF PUBLIC POLICY| BACHELOR’S DEGREE IN POLITICAL SCIENCE FROM BEREA COLLEGE| GEORGETOWN UNIVERSITY.
WHIT AYRES|HARRIS SCHOOL OF PUBLIC POLICY| HONORED AS THE REPUBLICAN POLLSTER OF THE YEAR| CHAPEL HILL.
WIL BURNS|HARRIS SCHOOL OF PUBLIC POLICY| CO-EDITED FOUR BOOKS.| UNIVERSITY OF WALES-CARDIFF SCHOOL OF LAW.
WILLIAM HOWELL|HARRIS SCHOOL OF PUBLIC POLICY| INTRODUCTORY AMERICAN POLITICS TEXTBOOK SERIES;| STANFORD UNIVERSITY.
WILLIAM TOWNS|HARRIS SCHOOL OF PUBLIC POLICY| TABLE OF PROSPERITY.| BENEDICTINE UNIVERSITY.
WIOLETTA DZIUDA|HARRIS SCHOOL OF PUBLIC POLICY|WIOLETTA DZIUDA| PRINCETON UNIVERSITY.
WESLEY  ERWIN|INDIANA UNIVERSITY O'NEILL SCHOOL|MASTER OF SCIENCE IN KINESIOLOGY,| 2006BACHELOR OF GENERAL STUDIES,
WOOSERK PARK|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D CANDIDATE,| CITY UNIVERSITY OF NEW YORK, BARUCH COLLEGE,
YALUN SU|HARRIS SCHOOL OF PUBLIC POLICY|" EVIDENCE FROM ICD-10 TRANSITION."""| UNIVERSITY OF CHICAGO AND NORTHWESTERN UNIVERSITY HEALTH SERVICES RESEARCH PROGRAM.
YANA GALLEN|HARRIS SCHOOL OF PUBLIC POLICY| MANY OF HER PROJECTS USE DANISH REGISTER DATA| NORTHWESTERN UNIVERSITY
YUKIKO ASAI|HARRIS SCHOOL OF PUBLIC POLICY| POSTDOCTORAL FELLOW AND RESEARCH FELLOW| UNIVERSITY OF CALIFORNIA BERKELEY.
YAZIER HENRY|FORD SCHOOL OF PUBLIC POLICY| TRUTH COMMISSIONS, INTERNATIONAL TRANSITIONAL JUSTICE AND INTERNATIONAL HUMANITARIAN LAW.| FORD SCHOOL.
YOUSIF HASSAN|FORD SCHOOL OF PUBLIC POLICY| DISCOVER ARTIFICIAL INTELLIGENCE.|"
EDUCATIONAL BACKGROUND
PHD IN SCIENCE AND TECHNOLOGY STUDIES,"
ZAREK BROT-GOLDBERG |HARRIS SCHOOL OF PUBLIC POLICY| GRADUATE RESEARCH FELLOWSHIP PROGRAM.| UC BERKELEY
ZHAOSONG RUAN|HARRIS SCHOOL OF PUBLIC POLICY|ZHAOSONG RUAN| CHINESE UNIVERSITY OF HONG KONG.
ZOE (ZHONGYU) WU|HARRIS SCHOOL OF PUBLIC POLICY| NON-DEGREE CREDENTIAL| UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN
ZHIYING LI|INDIANA UNIVERSITY O'NEILL SCHOOL| AGRICULTURE IN SOIL AND WATER CONSERVATION,| OHIO STATE UNIVERSITY,
