name|faculty_of|has_phd_info|phd_where
ROBERT HANSEN|INDIANA UNIVERSITY O'NEILL SCHOOL|D., INDIANA UNIVERSITY, 2014 B. S., BALDWIN WALLACE UNIVERSITY, 2006|D., INDIANA
ROBERT S. KRAVCHUK|INDIANA UNIVERSITY O'NEILL SCHOOL|LAUDE,|LAUDE, BUSINESS ADMINISTRATION, UNIVERSITY OF CONNECTICUT, 1977B.A.,
ROGER  PARKS|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., INDIANA UNIVERSITY, 1979M.A.,|1979M.A., INDIANA UNIVERSITY, 1972S.B., MASSACHUSETTS INSTITUTE OF TECHNOLOGY,
ROGER MORRIS|INDIANA UNIVERSITY O'NEILL SCHOOL|M.I.S., INDIANA|1991B.A., PSYCHOLOGY, INDIANA UNIVERSITY, 1985DATABASE
RONALD HITES|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., ANALYTICAL CHEMISTRY, MASSACHUSETTS|ANALYTICAL CHEMISTRY, MASSACHUSETTS INSTITUTE OF TECHNOLOGY, 1968B.A., CHEMISTRY,
ROY W. SHIN|INDIANA UNIVERSITY O'NEILL SCHOOL|1969M.A., UNIVERSITY OF MINNESOTA, 1962B.A., MACALESTER|MACALESTER COLLEGE, ST. PAUL, MINNESOTA,
RYAN MUSHINSKI|INDIANA UNIVERSITY O'NEILL SCHOOL|A&M UNIVERSITY, 2017B.S., TEXAS|A&M UNIVERSITY, 2017B.S., TEXAS STATE UNIVERSITY, 2012
SABA DEVDARIANI|HARRIS SCHOOL OF PUBLIC POLICY|SCIENCE, POLITICAL ECONOMY, AMERICAN|INTERESTS ARE APPLIED
SABRINA DIRK|HARRIS SCHOOL OF PUBLIC POLICY|CATS NEXT TO ME. I|WHAT
SADIA SINDHU|HARRIS SCHOOL OF PUBLIC POLICY|HARRIS AND ACROSS|"NETWORK.
 
SADIA HAS ALSO WORKED"
SAMANTHA GEHM|HARRIS SCHOOL OF PUBLIC POLICY|LASTLY, SHE WAS HIRED INTO THE UNIVERSITY UNDER THE SHARED SERVICES OFFICE|LASTLY,
SAMANTHA JOHNSON|HARRIS SCHOOL OF PUBLIC POLICY|GOVERNORS STATE UNIVERSITY- UI|JOINING HARRIS, SAM
SAMMI WILLIAMS|HARRIS SCHOOL OF PUBLIC POLICY|CREATION, AND CLERICAL SUPPORT. DURING HER UNDERGRADUATE|TEAM, SOCIAL MEDIA CONTENT CREATION, AND CLERICAL
SANAM KAZI|HARRIS SCHOOL OF PUBLIC POLICY|DEVELOPMENT. MOST|SCHOOL TO EARN HER BACHELOR’S
SARAH JANE CHRYSLER|HARRIS SCHOOL OF PUBLIC POLICY|STEWARDSHIP. THERE, SHE|STEWARDSHIP.
SCOTT ASHWORTH|HARRIS SCHOOL OF PUBLIC POLICY|ADVANTAGE, THE MEDIA'S INFLUENCE|ASSISTANT PROFESSOR IN THE DEPARTMENT OF GOVERNMENT AT HARVARD
SCOTT GEHLBACH|HARRIS SCHOOL OF PUBLIC POLICY|DISCIPLINE,|ECONOMICS, ASSOCIATE EDITOR
SEAN DURKIN|HARRIS SCHOOL OF PUBLIC POLICY|BOOTH|LECTURER AT THE HARRIS GRADUATE SCHOOL OF PUBLIC POLICY
SEIYA KAWASHIMA|HARRIS SCHOOL OF PUBLIC POLICY|PH.D.  STUDENTS|FACULTY, RADIOLOGISTS
SETH RACHLIN|HARRIS SCHOOL OF PUBLIC POLICY|HE HAS ALSO ADVISED NUMEROUS SOFTWARE, SERVICE, AND HARDWARE PROVIDERS|YEARS’
SHAMUS REGAN|HARRIS SCHOOL OF PUBLIC POLICY|TEACHERS; AND WORKED AS PART OF A RESEARCH PROJECT|AT CHICAGO. HIS RESEARCH FOCUSED ON HUMAN KNOWLEDGE ACQUISITION
SHAODA WANG|HARRIS SCHOOL OF PUBLIC POLICY|AND ENERGY POLICY INSTITUTE (EPIC) AT|INTERESTS IN DEVELOPMENT ECONOMICS, ENVIRONMENTAL
SHEILA KOHANTEB|HARRIS SCHOOL OF PUBLIC POLICY|WHILE|KOHANTEB
SHELLEY DAVIS|HARRIS SCHOOL OF PUBLIC POLICY|CHILDREN.|LONG WALKS
SHENG-HAO LO|HARRIS SCHOOL OF PUBLIC POLICY|ISSUES IN THE CONTEXT OF|OF PUBLIC POLICY,
SHILIN LIU|HARRIS SCHOOL OF PUBLIC POLICY|TO STAFF.” EDUCATION. I|HARRIS AND THE WAYS IN WHICH PEOPLE SUPPORT EACH OTHER AND LEARN AND
SIBYL DAY|HARRIS SCHOOL OF PUBLIC POLICY|UNIVERSITY’S SCHOOL OF PUBLIC HEALTH.|HEALTH.
STELLA MOY|HARRIS SCHOOL OF PUBLIC POLICY|AT ALLIANZ GLOBAL CORPORATE & SPECIALTY, BANK|HER BACHELOR OF ARTS IN ART HISTORY FROM THE UNIVERSITY OF CHICAGO,
STEVEN DURLAUF|HARRIS SCHOOL OF PUBLIC POLICY|THAT AGENT-BASED|ECONOMETRICS OF CROSS-COUNTRY
STEVEN STRONGIN|HARRIS SCHOOL OF PUBLIC POLICY|. IN ADDITION, HE|CHICAGO AND A MEMBER OF THE BECKER FRIEDMAN INSTITUTE
SUE BURKE|HARRIS SCHOOL OF PUBLIC POLICY|ALL|THEIR FULL POTENTIAL, TO BUILD SELF-CONFIDENCE
SUSAN MAYER|HARRIS SCHOOL OF PUBLIC POLICY|POVERTY RESEARCH. SHE|BY LAKE FOREST COLLEGE. MAYER
SWAPNA PISIPATI|HARRIS SCHOOL OF PUBLIC POLICY|IN 2017, SWAPNA JOINED P2 CONSULTING|SOLUTIONS. IN 2017, SWAPNA JOINED P2 CONSULTING
SAMEEKSHA DESAI|INDIANA UNIVERSITY O'NEILL SCHOOL|2001ECONOMIC DEVELOPMENT, GLOBALIZATION AND ENTREPRENEURSHIPNATIONAL AND INTERNATIONAL|2003B.A.,
SAMUEL BAGENSTOS|FORD SCHOOL OF PUBLIC POLICY|STATEWIDE.|ON THE APPLICATION OF THE ADA TO ADVANCING TECHNOLOGY AND THE PROBLEM OF MENTAL
SANDY  CLARK-KOLAKS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
SARAH COHODES|FORD SCHOOL OF PUBLIC POLICY|PAPER 31056,|30227, 2022. NBER VERSION PDF ONLINE APPENDIX VOXEU SUMMARY NBER
SARAH MINCEY|INDIANA UNIVERSITY O'NEILL SCHOOL|BASED)ENVIRONMENT|BASED)ENVIRONMENT
SARAH POWERS|INDIANA UNIVERSITY O'NEILL SCHOOL|M.S., ENVIRONMENTAL SCIENCE, INDIANA|INDIANA
SCOTT BURGINS|INDIANA UNIVERSITY O'NEILL SCHOOL|1995B.A., UNIVERSITY OF FLORIDA, 1982MANAGING|1995B.A., UNIVERSITY OF FLORIDA, 1982MANAGING
SEAN  LONG|INDIANA UNIVERSITY O'NEILL SCHOOL|M.A., WEST|M.A., WEST EUROPEAN STUDIES, INDIANA UNIVERSITY BLOOMINGTON, 2004B.A.,
SEAN  NICHOLSON-CROTTY|INDIANA UNIVERSITY O'NEILL SCHOOL|A&M UNIVERSITY, 2003M.A., COLORADO STATE UNIVERSITY, 1999B.A.,|A&M UNIVERSITY, 2003M.A., COLORADO STATE UNIVERSITY, 1999B.A.,
SERGIO FERNANDEZ|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., UNIVERSITY|1996B.A., FLORIDA INTERNATIONAL UNIVERSITY, 1993PUBLIC
SETH FREEDMAN|INDIANA UNIVERSITY O'NEILL SCHOOL|2005HEALTH POLICYHEALTH ECONOMICS FOR POLICY AND MANAGEMENTSTATISTICS|2009B.A., JOHNS HOPKINS UNIVERSITY, 2005HEALTH
SHAHZEEN  ATTARI|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., CIVIL|2009M.S., CIVIL AND ENVIRONMENTAL ENGINEERING, CARNEGIE MELLON UNIVERSITY, 2005B.S.,
SHAWNA GIRGIS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
SHELLYE SUTTLES|INDIANA UNIVERSITY O'NEILL SCHOOL|– STATISTICAL ANALYSIS FOR EFFECTIVE|2009B.S., UNIVERSITY OF SOUTHERN CALIFORNIA, 2003SPEA
SIÂN MOONEY|INDIANA UNIVERSITY O'NEILL SCHOOL|(HONS.), UNIVERSITY|(HONS.), UNIVERSITY OF WALES, 1987
STACI  CAPOZZI|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., ENVIRONMENTAL SCIENCE, RUTGERS,|PH.D., ENVIRONMENTAL SCIENCE, RUTGERS, THE STATE UNIVERSITY OF NEW
STEPHANIE LEISER|FORD SCHOOL OF PUBLIC POLICY|HER GENERAL AREA|STEPHANIE HAS TAUGHT COURSES IN PUBLIC BUDGETING AND FINANCIAL MANAGEMENT, TAX POLICY,
STEPHEN GLAHOLT|INDIANA UNIVERSITY O'NEILL SCHOOL|M.S., MIAMI UNIVERSITY, 2003B.S., UNIVERSITY|2003B.S., UNIVERSITY OF CALIFORNIA SANTA BARBARA,1998
STEVE ELLER|INDIANA UNIVERSITY O'NEILL SCHOOL|IN ADMINISTRATION,|MBA, INDIANA WESLEYAN, 1987BS IN ADMINISTRATION,
STEVE LUCAS|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITYMS, EMERGENCY AND DISASTER MANAGEMENT, AMERICAN MILITARY UNIVERSITYBA, HOMELAND|NORTHCENTRAL UNIVERSITYMS,
SUSAN M. COLLINS|FORD SCHOOL OF PUBLIC POLICY|"COUNCIL ON FOREIGN RELATIONS
RESEARCH ASSOCIATE,"|"FEDERAL RESERVE BANK OF CHICAGO
MEMBER, COUNCIL ON FOREIGN RELATIONS
RESEARCH ASSOCIATE,"
SUSAN SIENA|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., POLITICAL SCIENCE, UNIVERSITY|V272COMPARATIVE AND INTERNATIONAL
TABITHA CLARK|HARRIS SCHOOL OF PUBLIC POLICY|EDUCATION CONCENTRATION.|OFFICE OF THE BURSAR. TABITHA IS A GRADUATE
TALEIA BECTON- HILL|HARRIS SCHOOL OF PUBLIC POLICY|INCLUSIVE WORKPLACE CULTURE THAT PROMOTES EMPLOYEE|EMPLOYEE ENGAGEMENT AND RETENTION. ONE OF HER KEY STRENGTHS
TANYA HINES|HARRIS SCHOOL OF PUBLIC POLICY|TANYA HAS MORE THAN 20 YEARS|"AMBASSADOR DUTIES.
TANYA HAS MORE THAN 20 YEARS"
TARESHA COX|HARRIS SCHOOL OF PUBLIC POLICY|OF CHICAGO FOR ALMOST 9 YEARS. I|I
TERENCE CHAU|HARRIS SCHOOL OF PUBLIC POLICY|I'M|PH.D. STUDENT AT THE UNIVERSITY OF CHICAGO'S
TERESA DAVIS|HARRIS SCHOOL OF PUBLIC POLICY|K-12 PUBLIC|EXPERTISE AS A K-12 PUBLIC
TERRI BRADY|HARRIS SCHOOL OF PUBLIC POLICY|RUSSIAN/INTERNATIONAL|PERSONALITY-BASED INVENTORIES
THEASTER GATES|HARRIS SCHOOL OF PUBLIC POLICY|PUBLIC LIFE AND THE UNIVERSITY OF CHICAGO HARRIS SCHOOL OF PUBLIC POLICY.|TRANSFORMING AFRICAN
THOMAS COLEMAN|HARRIS SCHOOL OF PUBLIC POLICY|IN ECONOMICS|ECONOMICS
THOMAS HAZINSKI|HARRIS SCHOOL OF PUBLIC POLICY|YEARS OF EXPERIENCE IN THE PUBLIC|YEARS OF EXPERIENCE IN THE PUBLIC POLICY ARENA, AS
TIMOTHY KNOWLES|HARRIS SCHOOL OF PUBLIC POLICY|WAS DIRECTOR OF A FULL-SERVICE|REGARDED EFFORT TO IMPROVE LITERACY
TOM DAY|HARRIS SCHOOL OF PUBLIC POLICY|INVENT2026,|BUSINESS, AND WAS A MCCLATCHY NEWSPAPERS
TOMAS PHILIPSON|HARRIS SCHOOL OF PUBLIC POLICY|COMPANIES, AS WELL AS GOVERNMENT ORGANIZATIONS DOMESTICALLY|DOMESTIC AND INTERNATIONAL HEALTH CARE EVENTS AND
TRAVIS KAVULLA|HARRIS SCHOOL OF PUBLIC POLICY|SERVED AS AN INDEPENDENT|KAVULLA IS VICE PRESIDENT
TRICIA MCCANN|HARRIS SCHOOL OF PUBLIC POLICY|PROGRAM COORDINATOR FOR THE ONLY LGBTQ+ CENTER|START-UPS,
TARA  ALI|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
TEMIRLAN T.  MOLDOGAZIEV |INDIANA UNIVERSITY O'NEILL SCHOOL|2012M.A., INDIANA UNIVERSITY, 2002B.A.,|2012M.A., INDIANA UNIVERSITY, 2002B.A., AMERICAN
TERRI L. RENNER|INDIANA UNIVERSITY O'NEILL SCHOOL|M.B.A., INDIANA|INDIANA UNIVERSITY, 1985B.A., INDIANA UNIVERSITY, 1983HEALTH
TERRY AMSLER|INDIANA UNIVERSITY O'NEILL SCHOOL|AT NEW|YORK/COLLEGE AT NEW
THEODORE  MILLER|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., UNIVERSITY|PH.D., UNIVERSITY OF IOWA,
THOMAS M. RABOVSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|2013M.P.A., UNIVERSITY OF OKLAHOMA,|UNIVERSITY OF OKLAHOMA, 2008B.A., UNIVERSITY OF OKLAHOMA,
TIM  WATERS|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
TIM BERRY|INDIANA UNIVERSITY O'NEILL SCHOOL|IN BUSINESS|GREEN STATE UNIVERSITY
TODD V. ROYER|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., BIOLOGY, IDAHO|1995B.S., ANIMAL ECOLOGY, IOWA
TRENT  ENGBERS|INDIANA UNIVERSITY O'NEILL SCHOOL|PARKB.S., XAVIER UNIVERSITY, CINCINNATI|AFFAIRSM.A., UNIVERSITY OF MARYLAND, COLLEGE PARKB.S., XAVIER
TRENT MOORE|INDIANA UNIVERSITY O'NEILL SCHOOL|ED.D., LEADERSHIP, AMERICAN|2014B.S., RECREATION, PARK, AND TOURISM ADMINISTRATION, WESTERN ILLINOIS UNIVERSITY, 2012
TRIBBLE BRADLEY|INDIANA UNIVERSITY O'NEILL SCHOOL|B.A.; STATE|B.A.;
TRISHA BUSHEY|INDIANA UNIVERSITY O'NEILL SCHOOL|2004B.A., FRANKLIN|2004B.A.,
URSULA M.  KUHAR|INDIANA UNIVERSITY O'NEILL SCHOOL|D.M., VOICE, INDIANA UNIVERSITY, 2011M.M.,|BUTLER UNIVERSITY, 2007B.S., ARTS ADMINISTRATION WITH HONORS, BUTLER
VALENTA KABO|FORD SCHOOL OF PUBLIC POLICY|SHE EARNED HER|AND WORKED AS A RESEARCHER FOR AN EMPLOYEE ASSESSMENT ORGANIZATION.
VICKY MERETSKY|INDIANA UNIVERSITY O'NEILL SCHOOL|PH.D., UNIVERSITY|1993M.SC., WILDLIFE
VICTOR  KELSON|INDIANA UNIVERSITY O'NEILL SCHOOL|VALUE ERROR|VALUE ERROR
W. GYUDE MOORE|HARRIS SCHOOL OF PUBLIC POLICY|THINKERS BY PROSPECT MAGAZINE IN 2021. MR. MOORE|THE WORLD’S TOP 50 THINKERS
WHIT AYRES|HARRIS SCHOOL OF PUBLIC POLICY|THE|SPEECH, AND FOSTERS
WIL BURNS|HARRIS SCHOOL OF PUBLIC POLICY|FOR INTERNATIONAL STUDIES, A|NON-GOVERNMENTAL SECTOR FOR TWENTY YEARS, INCLUDING
WILLIAM HOWELL|HARRIS SCHOOL OF PUBLIC POLICY|DISSERTATION IN AMERICAN|NEUSTADT AWARD FOR THE BEST BOOK ON
WILLIAM TOWNS|HARRIS SCHOOL OF PUBLIC POLICY|PH.D.|IN
WIOLETTA DZIUDA|HARRIS SCHOOL OF PUBLIC POLICY|TO|ECONOMY, AND
WESLEY  ERWIN|INDIANA UNIVERSITY O'NEILL SCHOOL|OF GENERAL|MASTER OF SCIENCE IN KINESIOLOGY, 2006BACHELOR
WOOSERK PARK|INDIANA UNIVERSITY O'NEILL SCHOOL|UNIVERSITY OF NEW YORK, BARUCH COLLEGE, 2019BBA, CITY|PH.D CANDIDATE, PUBLIC AFFAIRS, INDIANA UNIVERSITY, O'NEILL MPA, CITY
YALUN SU|HARRIS SCHOOL OF PUBLIC POLICY|PULUNGAN, AND CHRISTIE TEIGLAND.|"TRANSITION."" ""PRIVATIZING"
YANA GALLEN|HARRIS SCHOOL OF PUBLIC POLICY|POLICIES ON|SHE IS ALSO INTERESTED IN THE IMPACT OF FAMILY FRIENDLY POLICIES
YUKIKO ASAI|HARRIS SCHOOL OF PUBLIC POLICY|RESEARCHER AND LECTURER IN LABOR|ECONOMICS AT THE UNIVERSITY OF CALIFORNIA BERKELEY. HER
YAZIER HENRY|FORD SCHOOL OF PUBLIC POLICY|"""THE POLITICS OF OFFICIAL APOLOGIES: DANGEROUS PEACEMAKING."" HENRY GAINED HIS"|PUBLISHED ON THE POLITICAL ECONOMY OF SOCIAL VOICE,
YOUSIF HASSAN|FORD SCHOOL OF PUBLIC POLICY|HIS WORK EXAMINES THE SOCIAL, ECONOMIC, AND POLITICAL|MEKOUAR, & F. CAVATORTA
ZAREK BROT-GOLDBERG |HARRIS SCHOOL OF PUBLIC POLICY|THE COSTS AND BENEFITS OF|PAPERWORK FOR PHYSICIANS. HE
ZHAOSONG RUAN|HARRIS SCHOOL OF PUBLIC POLICY|SCHOOL OF PUBLIC POLICY, AND A BSSC (BACHELOR OF|POLITICS, BUREAUCRACY,
ZOE (ZHONGYU) WU|HARRIS SCHOOL OF PUBLIC POLICY|EXCITED|MPP FROM HARRIS. ZOE
ZHIYING LI|INDIANA UNIVERSITY O'NEILL SCHOOL|A&F UNIVERSITY, YANGLING, SHAANXI,|PHYSICAL GEOGRAPHY, UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, BEIJING, CHINA,2017B.S.,
